fueltype,cartype,enginesize,price,status,brand
diesel,coupe,3.930265962528792,30040,used,Honda
petrol,hatchback,4.729707220184085,91563,used,Audi
hybrid,hatchback,3.486149990211536,106280,used,Hyundai
hybrid,hatchback,2.795661347769541,67379,used,Honda
petrol,pickup,2.251817416376248,33495,new,Honda
hybrid,suv,2.3581601380975967,111750,used,Bmw
petrol,suv,4.296081420346105,44228,used,Bmw
diesel,sedan,2.181516128867062,31242,used,Toyota
petrol,pickup,4.364866055700015,29499,new,Toyota
electric,coupe,3.5909935888795568,52072,new,Audi
diesel,pickup,3.735625299,92232,new,Bmw
petrol,hatchback,2.374185039164623,56696,new,Ford
hybrid,hatchback,4.220530355832402,61772,new,Honda
petrol,sedan,3.3624427067031317,50728,used,Audi
petrol,sedan,4.875040773094362,114081,new,Honda
petrol,suv,3.760170573896127,86778,used,Toyota
electric,sedan,2.9552301841845203,84754,used,Hyundai
petrol,suv,4.1502400733120535,60949,new,Ford
electric,hatchback,3.498301766349564,70795,used,Toyota
petrol,suv,4.887603257104653,107924,used,Audi
petrol,pickup,4.114672428496174,83946,used,Bmw
hybrid,suv,2.2850433937002017,100446,new,Toyota
electric,pickup,4.093727270402846,19244,new,Audi
electric,hatchback,3.697335867811546,105255,used,Hyundai
electric,sedan,4.655473957960974,114819,new,Bmw
diesel,hatchback,4.629554802830855,85150,new,Hyundai
petrol,suv,4.450878009508936,115425,used,Ford
diesel,suv,2.7574562258671698,74612,new,Audi
diesel,coupe,2.952621334374508,43994,used,Hyundai
petrol,coupe,4.406061119814291,78660,used,Ford
petrol,hatchback,2.4698687479176997,80971,used,Honda
diesel,coupe,4.089869494411393,30184,new,Ford
diesel,pickup,2.612299803632588,36201,new,Toyota
diesel,hatchback,3.149043245490158,45597,new,Honda
hybrid,suv,2.481540820517856,72484,new,Bmw
electric,pickup,4.652077659163249,30539,used,Hyundai
hybrid,suv,2.624948529315828,95932,new,Hyundai
petrol,coupe,4.773787906929309,26494,new,Ford
hybrid,hatchback,3.875342584495858,113681,used,Toyota
electric,pickup,2.195195509728406,85959,new,Hyundai
diesel,pickup,3.426130973,50617,new,Hyundai
electric,suv,4.534259935,54116,used,Honda
electric,sedan,4.708870593243328,87818,used,Bmw
electric,coupe,3.9476778176096734,24322,new,Ford
hybrid,hatchback,4.124876744535053,90224,new,Honda
hybrid,coupe,3.786559388859807,72977,used,Audi
diesel,sedan,4.864499650723662,38220,used,Hyundai
electric,coupe,4.500326493777141,109215,used,Hyundai
petrol,pickup,3.324609761731051,81048,used,Bmw
hybrid,hatchback,4.729908753207691,32184,new,Hyundai
electric,pickup,2.7567517688785554,83819,used,Audi
electric,pickup,2.7005480760651404,58179,used,Ford
petrol,sedan,2.7525318005244666,95227,new,Hyundai
electric,hatchback,4.137152173788584,66672,new,Audi
electric,sedan,4.879183134263816,119994,new,Hyundai
hybrid,hatchback,3.789316263291993,112369,used,Bmw
hybrid,coupe,3.069018299853142,19224,used,Toyota
hybrid,sedan,3.0257121390512185,58151,used,Hyundai
petrol,pickup,2.669569667,36242,new,Bmw
electric,coupe,3.5054930191159714,62276,used,Audi
diesel,hatchback,4.805419511454685,30233,new,Audi
electric,pickup,2.124730744320548,71245,new,Toyota
diesel,pickup,4.315115770118841,31215,new,Toyota
diesel,coupe,3.060170117168695,80430,new,Hyundai
electric,coupe,3.206509576991502,62696,used,Toyota
electric,suv,2.728623468031335,119266,new,Honda
hybrid,pickup,3.461513396121117,107246,used,Honda
diesel,hatchback,2.7507084092263967,78022,new,Toyota
hybrid,sedan,3.683086168280411,62115,used,Bmw
hybrid,pickup,3.975998675586848,90166,new,Hyundai
petrol,sedan,2.6013088705082037,85190,used,Honda
hybrid,sedan,4.822986735424836,29630,used,Bmw
hybrid,coupe,4.682160897195794,54532,used,Hyundai
diesel,hatchback,2.6842545897531074,119178,new,Toyota
hybrid,hatchback,4.183128330244678,48564,new,Toyota
electric,pickup,4.170719764563032,16391,used,Hyundai
electric,hatchback,4.757584062700007,102594,used,Hyundai
diesel,coupe,2.773114042367504,112948,used,Audi
hybrid,pickup,4.189668664843538,83832,new,Honda
diesel,hatchback,2.593813854376048,81674,used,Honda
petrol,hatchback,4.8921921398753465,51844,used,Hyundai
diesel,sedan,2.8409129805088997,52735,used,Bmw
petrol,sedan,4.143235896772286,110986,used,Ford
electric,coupe,3.643299903898982,105096,new,Honda
diesel,suv,3.238799149901389,67343,used,Audi
diesel,suv,3.078530158177595,47876,new,Audi
diesel,hatchback,2.316758462404389,34768,used,Audi
electric,pickup,3.600936730658725,16144,new,Honda
diesel,coupe,3.084386337122687,65738,used,Bmw
diesel,coupe,2.416599701877119,73155,used,Toyota
hybrid,suv,3.320278894218563,85843,new,Toyota
diesel,suv,4.109217376595076,99535,new,Hyundai
electric,coupe,3.393899287305953,53546,new,Bmw
diesel,sedan,3.4137644483826275,32513,used,Bmw
petrol,hatchback,3.276522807415501,103597,new,Audi
hybrid,pickup,2.797326734360519,95058,used,Hyundai
petrol,hatchback,3.7417370705532624,70980,used,Honda
petrol,coupe,2.8205475304261705,19112,new,Honda
petrol,pickup,2.430750900172893,64115,used,Toyota
electric,hatchback,3.1353400197889405,80024,used,Ford
electric,hatchback,4.909747091999629,105164,new,Audi
hybrid,pickup,3.4735365129126548,68359,new,Ford
diesel,hatchback,2.6533470659263214,63606,used,Audi
electric,pickup,3.871585348207336,54897,used,Toyota
diesel,coupe,3.1289958309290284,58513,used,Honda
hybrid,sedan,3.552506637823265,16719,used,Ford
electric,sedan,4.1843907741931226,25890,used,Ford
petrol,hatchback,2.6331054401589897,94407,used,Hyundai
electric,sedan,3.0411335777581927,53061,used,Audi
hybrid,pickup,4.374256524759368,104335,used,Ford
diesel,hatchback,4.631400835090142,56690,new,Ford
diesel,sedan,4.630154424782732,119669,used,Toyota
diesel,pickup,2.380223915605712,33965,used,Toyota
electric,suv,3.8171002868726234,34747,new,Bmw
electric,pickup,4.920220562084555,76721,used,Toyota
electric,pickup,4.577283006,99280,used,Bmw
petrol,hatchback,4.9142880628231325,30103,used,Bmw
diesel,coupe,3.6325474250517007,67800,used,Ford
petrol,coupe,2.731552993397348,38487,new,Bmw
diesel,sedan,2.204573717985857,92403,used,Audi
diesel,coupe,2.3177753365001337,73914,used,Ford
hybrid,suv,3.990184297049282,83695,new,Bmw
electric,sedan,2.414030933599582,43243,used,Honda
petrol,hatchback,3.2277321158954404,45330,new,Audi
diesel,sedan,4.808933341663647,82165,used,Honda
diesel,sedan,3.8405079851806816,52057,new,Audi
electric,pickup,4.473309612150263,87503,used,Ford
diesel,hatchback,2.7318086637127657,31167,new,Audi
petrol,hatchback,2.3188975037285937,46635,used,Hyundai
diesel,pickup,4.436946007596473,25676,new,Bmw
diesel,suv,3.858959600276223,24175,used,Audi
hybrid,sedan,4.315532055500275,42555,used,Honda
petrol,coupe,2.6783009558463227,66392,used,Toyota
electric,pickup,4.827567422576903,30164,new,Toyota
hybrid,pickup,4.749162270781236,24754,used,Audi
electric,sedan,4.529624210122641,107114,new,Hyundai
hybrid,pickup,3.963216421404036,69099,new,Hyundai
diesel,hatchback,2.1729574817482717,90135,used,Ford
hybrid,hatchback,2.874365506820564,91252,used,Audi
hybrid,sedan,2.696322288372512,25668,new,Toyota
hybrid,coupe,3.043148026070246,80134,used,Honda
electric,pickup,4.718446204568399,105371,new,Bmw
electric,suv,2.276804041120771,62068,new,Audi
petrol,suv,3.1428597848930755,105511,new,Toyota
diesel,coupe,4.643786454697626,114315,used,Bmw
hybrid,suv,3.341097383006684,72373,new,Toyota
diesel,hatchback,3.623945961696009,25683,new,Hyundai
electric,coupe,2.346433735422456,79833,used,Hyundai
petrol,pickup,4.607540867509618,107400,new,Hyundai
hybrid,sedan,4.041876258835996,75828,used,Hyundai
diesel,hatchback,4.816681972678783,99013,used,Ford
diesel,pickup,3.529883224921925,71212,new,Bmw
diesel,hatchback,3.989791149045848,59072,used,Ford
petrol,hatchback,2.280418764927912,114285,used,Audi
electric,hatchback,3.8304161903472775,31051,used,Toyota
electric,coupe,3.278546010470345,61998,used,Ford
hybrid,hatchback,4.750195494253094,31366,used,Audi
petrol,sedan,2.678706166829013,83745,new,Toyota
petrol,pickup,3.365892190179548,111789,used,Honda
petrol,pickup,3.0992664733171886,119767,used,Ford
hybrid,pickup,3.4404367427476394,39538,new,Honda
hybrid,coupe,4.044797278550202,91399,used,Honda
diesel,pickup,4.260967710027457,106782,new,Bmw
diesel,pickup,4.504517105716225,102540,used,Ford
petrol,hatchback,3.4628853491479568,67845,new,Audi
hybrid,sedan,4.793263083067178,33320,new,Toyota
electric,suv,4.884281967395108,63482,new,Hyundai
petrol,coupe,4.907829258161064,96481,used,Honda
electric,sedan,4.642762869958821,80048,used,Toyota
electric,sedan,2.519257498526807,55768,used,Hyundai
petrol,sedan,4.745757814443671,37579,used,Ford
diesel,pickup,4.500950159412609,83445,new,Toyota
diesel,sedan,2.485969747709788,59978,new,Ford
electric,hatchback,2.7055212433406983,64569,used,Hyundai
petrol,coupe,2.8798988999862702,113540,used,Ford
hybrid,suv,2.164992318738438,15958,new,Ford
hybrid,hatchback,2.2940532662252364,40016,used,Audi
diesel,coupe,3.362617784921092,111581,new,Ford
electric,pickup,4.512570312853326,111766,used,Toyota
petrol,sedan,3.998891679733164,46763,used,Hyundai
hybrid,pickup,2.121837896253449,119392,used,Toyota
diesel,sedan,2.738638671251317,37215,used,Honda
electric,coupe,4.104162477615837,20450,used,Toyota
hybrid,sedan,2.1827472204507496,47247,used,Audi
diesel,coupe,3.690551118,70794,used,Ford
hybrid,sedan,2.224725495147013,15631,new,Honda
electric,pickup,2.796750483887559,33041,used,Audi
hybrid,suv,2.3540071531422124,98044,new,Toyota
petrol,coupe,4.266322165663252,80279,used,Ford
diesel,sedan,3.945406885290677,78555,used,Toyota
petrol,pickup,3.589987407722504,118901,used,Audi
electric,coupe,4.846015699347198,38981,used,Ford
diesel,coupe,3.221438884284203,109172,used,Bmw
hybrid,coupe,3.276340396,52295,new,Audi
petrol,suv,3.342510660559083,112109,new,Audi
electric,hatchback,3.285257826608476,97233,new,Audi
diesel,coupe,4.376767488,37401,used,Ford
electric,suv,3.1572707194767657,36985,new,Hyundai
electric,suv,3.606526546898587,71943,new,Bmw
diesel,hatchback,3.7991976757243866,67789,used,Audi
electric,pickup,2.524229016532614,39657,new,Honda
petrol,sedan,2.3518722429137977,42339,used,Ford
diesel,pickup,3.876146262838831,109439,used,Honda
diesel,coupe,4.379981906096042,94138,new,Ford
electric,suv,2.3867284990226256,35071,used,Toyota
petrol,sedan,4.433261265053909,91150,new,Toyota
hybrid,sedan,2.693051951206068,31165,used,Honda
hybrid,suv,4.850774313756148,61725,used,Audi
diesel,pickup,3.281650527729919,16277,used,Ford
hybrid,hatchback,4.585096776257929,83168,new,Ford
diesel,hatchback,4.967762175975844,34104,new,Hyundai
electric,coupe,4.729920204376333,39787,new,Toyota
electric,suv,3.774634164221604,34925,used,Hyundai
electric,hatchback,2.514664722971774,34258,new,Toyota
electric,sedan,3.4662752724798134,23136,new,Hyundai
hybrid,suv,3.8821317083740334,73219,used,Ford
hybrid,pickup,3.472880503598508,106112,used,Hyundai
hybrid,coupe,2.9221793228045354,46659,used,Hyundai
diesel,suv,4.173893539,96899,new,Hyundai
electric,hatchback,4.514177335523097,72075,used,Toyota
diesel,hatchback,4.5107397867735495,41720,new,Toyota
petrol,suv,4.152752817346551,21477,new,Bmw
electric,sedan,3.2542136498886527,97242,used,Honda
hybrid,coupe,3.0681522485608057,17405,used,Honda
diesel,hatchback,4.506691265747813,59327,used,Bmw
petrol,sedan,2.6469160371885487,18596,used,Ford
diesel,hatchback,4.075491875247214,96429,used,Audi
electric,hatchback,3.171984077892197,118931,new,Honda
diesel,sedan,4.924628249,48915,used,Audi
petrol,pickup,3.146288338647212,47928,new,Honda
electric,hatchback,3.703363578337247,74288,new,Toyota
hybrid,hatchback,2.1055383525881517,67708,used,Hyundai
petrol,suv,4.466038265795003,55069,used,Honda
hybrid,suv,4.872785309285534,53417,used,Hyundai
hybrid,pickup,2.1534520472384404,34705,used,Hyundai
hybrid,sedan,4.481039826135715,41329,used,Bmw
diesel,pickup,4.502021659877992,76491,new,Toyota
hybrid,coupe,3.982981657873426,92110,new,Audi
electric,sedan,4.597541190730803,93837,new,Bmw
electric,coupe,2.7085189090382147,69229,used,Audi
electric,coupe,4.794327532651695,94076,used,Audi
electric,coupe,4.737513408,77161,new,Ford
hybrid,sedan,4.877107538737377,52410,used,Honda
hybrid,pickup,2.4778119727224515,52102,used,Toyota
petrol,suv,4.190642669892321,69464,new,Ford
electric,sedan,2.2642649545661384,47304,new,Ford
hybrid,pickup,4.280855002141854,95196,new,Honda
hybrid,sedan,4.615573987635882,34445,new,Audi
hybrid,hatchback,2.435855916807605,20722,new,Honda
hybrid,coupe,2.980726698211551,66570,new,Honda
hybrid,suv,3.106423849607225,22548,used,Ford
diesel,hatchback,3.1371504700949155,35116,used,Honda
petrol,coupe,3.036386919970072,54503,new,Audi
diesel,pickup,4.164767413,15438,new,Honda
hybrid,coupe,3.209694435520418,38464,used,Honda
petrol,coupe,3.0565205521084757,72201,new,Bmw
petrol,hatchback,4.160881823500496,54337,used,Bmw
petrol,hatchback,2.1139488084204303,109117,new,Audi
diesel,suv,2.222401601966161,24844,used,Honda
electric,suv,2.306059407084722,90571,used,Bmw
electric,pickup,3.872006699265964,77160,used,Ford
diesel,pickup,2.207598924369029,82645,new,Hyundai
petrol,pickup,3.192007584780739,85532,new,Bmw
hybrid,pickup,2.6820670148030192,20497,used,Bmw
electric,hatchback,2.992882177481121,98143,used,Bmw
hybrid,hatchback,4.137543377435646,49793,new,Toyota
diesel,sedan,3.532526012241675,83304,new,Hyundai
hybrid,suv,3.867002680851208,45865,used,Hyundai
hybrid,hatchback,4.907088147394953,56620,used,Bmw
electric,hatchback,2.884370207961691,88503,new,Bmw
electric,coupe,4.788326007807535,113167,used,Honda
electric,suv,4.252544823045771,107186,new,Toyota
electric,hatchback,4.957912839380596,91264,used,Honda
petrol,suv,2.506005940668654,71546,used,Bmw
petrol,suv,2.630471275394538,70406,used,Honda
hybrid,coupe,2.6138034917928032,116389,used,Ford
hybrid,hatchback,4.106103333503432,36719,new,Honda
diesel,coupe,2.2812702704355905,115178,new,Honda
diesel,hatchback,4.879110473585586,83142,new,Hyundai
diesel,suv,2.6791373713432147,79693,used,Honda
petrol,coupe,3.741952852610817,77130,used,Bmw
diesel,suv,3.202010632276369,100310,used,Hyundai
petrol,sedan,2.487515718543871,86749,new,Audi
hybrid,coupe,2.3191494940543507,24957,new,Bmw
diesel,sedan,2.2730471363237776,97018,used,Toyota
diesel,hatchback,2.5464033254643934,91516,used,Honda
electric,sedan,2.9694719188638348,111080,used,Toyota
diesel,pickup,2.863810827584554,113329,used,Bmw
electric,pickup,2.721021534555916,114650,new,Bmw
petrol,sedan,3.7580900656136063,19491,used,Honda
petrol,sedan,3.203306564290552,81169,new,Honda
hybrid,suv,4.50040211,113113,used,Audi
diesel,hatchback,3.466628506,116425,used,Ford
diesel,pickup,2.2659916945127687,72676,new,Hyundai
petrol,coupe,2.408688682252743,110699,used,Honda
petrol,coupe,4.984866668535066,107446,new,Hyundai
petrol,hatchback,2.342818206419817,15274,new,Audi
hybrid,sedan,3.887108125103722,107923,new,Honda
diesel,pickup,4.868766409870533,81949,new,Bmw
diesel,coupe,4.203515066227711,75241,used,Bmw
electric,sedan,2.524611411964285,33739,new,Hyundai
hybrid,hatchback,3.692895076739076,111461,used,Audi
electric,sedan,3.061064890695103,45995,used,Honda
diesel,sedan,3.6437774155248137,58871,new,Hyundai
hybrid,suv,2.7698502976809203,46237,new,Honda
electric,coupe,3.400197306250642,116812,new,Bmw
petrol,coupe,2.393355899138333,65728,used,Hyundai
diesel,suv,3.406834857728488,26972,new,Hyundai
diesel,pickup,2.1576349760539104,16140,used,Toyota
hybrid,sedan,2.5338056099696216,117918,used,Audi
petrol,sedan,3.769144086598076,39758,new,Audi
hybrid,hatchback,2.5960055410591543,95925,new,Audi
petrol,sedan,4.110814882,18057,new,Toyota
petrol,sedan,4.925488480715758,109163,used,Hyundai
electric,pickup,4.778356603229755,83308,used,Hyundai
diesel,pickup,4.336414118802871,38598,used,Ford
petrol,coupe,2.441179246320204,108375,used,Hyundai
electric,suv,3.935111179531528,46270,new,Toyota
hybrid,suv,3.9364513580699776,119767,used,Honda
hybrid,suv,4.808080500080669,77949,new,Ford
hybrid,suv,2.792198106040322,62098,used,Audi
diesel,sedan,3.7921195286607294,21144,used,Bmw
petrol,suv,4.324542539658758,42314,new,Bmw
hybrid,pickup,3.858721440575757,21121,used,Hyundai
electric,pickup,3.540334544999331,104575,used,Ford
hybrid,hatchback,3.0034418638814717,25518,new,Audi
petrol,hatchback,3.4905241589377685,26881,used,Bmw
diesel,pickup,2.6833203176440628,28071,used,Bmw
diesel,hatchback,4.8367282160988045,117295,new,Audi
petrol,pickup,4.403376246040055,116908,used,Hyundai
hybrid,hatchback,4.64504915,90057,new,Honda
electric,sedan,2.8742050791224223,22743,new,Audi
petrol,sedan,2.592372728911273,67913,used,Hyundai
electric,suv,3.82637196,114583,new,Ford
petrol,pickup,2.4110923437095506,25148,new,Audi
hybrid,suv,4.766134916308266,98326,new,Hyundai
diesel,sedan,4.148410486908136,16910,used,Bmw
diesel,suv,4.713063832038717,99413,used,Toyota
petrol,hatchback,4.518164462134464,72175,new,Bmw
diesel,suv,2.8402614975985685,108229,new,Toyota
electric,coupe,3.909247944024669,58454,new,Toyota
petrol,hatchback,3.855548539,97459,new,Hyundai
petrol,sedan,2.628005313163021,103479,used,Bmw
electric,suv,3.5959353108823646,49114,used,Hyundai
petrol,suv,2.385009012565662,82442,used,Audi
electric,suv,4.360726826218152,63393,new,Hyundai
petrol,suv,2.893996664759259,60349,used,Bmw
diesel,coupe,2.7985299181893293,98972,used,Audi
diesel,pickup,2.7689865316250293,38730,used,Hyundai
petrol,pickup,2.815653651260919,27563,used,Bmw
hybrid,sedan,3.014845125009036,65444,used,Bmw
hybrid,sedan,3.754003504952658,101273,used,Audi
petrol,hatchback,2.226256749914951,32114,used,Ford
hybrid,sedan,4.952948814310334,50722,used,Audi
hybrid,pickup,4.213373356143465,85036,new,Ford
petrol,sedan,2.2451928823454184,65069,new,Audi
diesel,hatchback,2.865951223801767,78601,new,Honda
hybrid,pickup,2.658018078,70441,new,Bmw
hybrid,pickup,2.5924318689989274,100057,used,Bmw
hybrid,suv,4.899830201797595,106901,used,Bmw
diesel,pickup,3.538702162551931,62200,new,Honda
electric,hatchback,3.102488199587117,60319,new,Bmw
hybrid,hatchback,4.905832860622638,44258,new,Bmw
hybrid,hatchback,3.177869834978948,61592,used,Toyota
petrol,suv,4.378675474678538,102821,new,Bmw
petrol,coupe,3.797720374072069,67673,new,Ford
petrol,pickup,3.106502227226495,87554,used,Bmw
diesel,sedan,3.8358895697053192,58932,new,Audi
diesel,hatchback,2.980620647698882,89204,used,Toyota
petrol,coupe,4.842551337455813,89805,new,Hyundai
petrol,hatchback,2.5331068408240207,70448,new,Hyundai
hybrid,pickup,3.286728308748517,113122,used,Audi
electric,coupe,4.542119691701616,106977,new,Audi
electric,coupe,2.139872743442752,31633,new,Ford
petrol,suv,2.3181697285300022,38917,new,Toyota
petrol,hatchback,3.056235404868205,115253,used,Toyota
electric,coupe,4.188552895490576,57177,new,Ford
diesel,hatchback,4.267454256792876,47591,used,Hyundai
hybrid,pickup,2.730219460872731,98604,used,Ford
electric,coupe,4.177617016067307,78225,new,Toyota
diesel,suv,4.824219174,28960,used,Ford
electric,coupe,4.516961352434286,24637,used,Hyundai
electric,suv,4.951125067638142,99851,used,Honda
electric,sedan,2.5968779872270984,95310,new,Honda
